id,title,slug,entities,category
12609,Germany's Laschet joins Merkel party leadership race,germanys-laschet-joins-merkel-party-leadership-race,"[""Germany"",""Merkel"",""Armin Laschet"",""Angela Merkel"",""Jens Spahn"",""Christian Democrats"",""Annegret Kramp-Karrenbauer"",""North Rhine-Westphalia"",""CDU"",""Laschet""]",Politics
12610,Eniola Badmus shades sellers of weight loss products,eniola-badmus-shades-sellers-of-weight-loss-products,"[""Eniola Badmus""]",Entertainment
12612,"Teni's marriage proposal at her show in O2 Arena, London",tenis-marriage-proposal-at-her-show-in-o-2-arena-london,"[""UK"",""Brixton"",""O2 Arena"",""London"",""Teni"",""Nigerian"",""O2 Arena London""]",Entertainment
12614,Turkey-backed rebels say they've seized town in Syria,turkey-backed-rebels-say-theyve-seized-town-in-syria,"[""Syrian"",""Syria"",""Idlib"",""Turkish"",""Bashar al-Assad"",""Russian"",""Reuters"",""Saraqeb""]",Politics
12615,Tim Scott says Trump faces two main threats,tim-scott-says-trump-faces-two-main-threats,"[""Democratic"",""Bernie Sanders"",""State of the Union"",""Mike Bloomberg"",""India"",""South Carolina"",""New York"",""Sanders"",""CBS This Morning"",""Bernie"",""Trump"",""Tim Scott""]",Politics
12617,Sanders floats another big campaign pledge,sanders-floats-another-big-campaign-pledge,"[""U.S. Congress"",""Vermont"",""Michael Bloomberg"",""Joe Biden"",""Bernie Sanders"",""U.S."",""Donald Trump"",""Democratic"",""Republican""]",Politics
12618,"Bloomberg, Sanders tussle on vandalism, guns",bloomberg-sanders-tussle-on-vandalism-guns,"[""Republican"",""Bloomberg"",""Sanders"",""Michael Bloomberg"",""Democratic"",""Bernie Sanders"",""Pete Buttigieg"",""Chicago"",""Joe Biden"",""Donald Trump"",""South Carolina"",""African-American"",""Iowa"",""New Hampshire"",""Nevada""]",Politics
12619,Son jailed days after father gets released on parole,son-jailed-days-after-father-gets-released-on-parole,"[""Malmesbury"",""Western Cape High Court"",""Michael Petersen""]",Law
12620,"Security guard shoots, kills intruder",security-guard-shoots-kills-intruder,"[""Tshwane"",""Lesedi"",""Kutumela""]",Other
12621,Cape Town owed R619m in rent arrears,cape-town-owed-r-619-m-in-rent-arrears,"[""Cape Town"",""City"",""City of Cape Town""]",Other
12623,Court seeks report on probe into attack on Jamia students,court-seeks-report-on-probe-into-attack-on-jamia-students,"[""Delhi"",""Citizenship Amendment Act"",""Jamia Millia Islamia University"",""Court""]",Law
12624,Delhi violence: Police stations put on alert,delhi-violence-police-stations-put-on-alert,"[""West Bengal Police"",""Citizenship Amendment Act"",""West Bengal"",""Delhi"",""Kolkata""]",Other
12625,"Meeting to use drones, in violence-hit Delhi",meeting-to-use-drones-in-violence-hit-delhi,"[""Jaffrabad"",""Anil Baijal"",""Amulya Patnaik"",""Delhi LG"",""Delhi"",""BJP"",""Manoj Tiwari"",""Subhash Chopra"",""Ramvir Bidhuri"",""Arvind Kejriwal"",""Amit Shah"",""Home Ministry"",""Delhi Police""]",Other
12626,Gov't to weigh travel ban on S. Korea amid coronavirus,govt-to-weigh-travel-ban-on-s-korea-amid-coronavirus,"[""Macau"",""S. Korea"",""South Korea"",""Nograles"",""Filipinos"",""Hong Kong"",""China"",""Philippine"",""Philippines"",""COVID-19"",""Karlo Nograles""]",Health
12627,VP Robredo: No one can enslave the Filipino people,vp-robredo-no-one-can-enslave-the-filipino-people,"[""Leni Robredo"",""Love"",""Filipinos"",""Ferdinand Marcos""]",Politics
12628,Filipinos aboard virus-hit Japan ship to return home,filipinos-aboard-virus-hit-japan-ship-to-return-home,"[""Diamond Princess"",""Filipinos"",""Japan"",""Philippines""]",Health
12629,Zambia: 14 arrested in connection with mob violence and gassing,zambia-14-arrested-in-connection-with-mob-violence-and-gassing,"[""USAID"",""Zambia"",""Kabwe"",""Katongo"",""Western Province"",""Central Province"",""Nd"",""Ndola""]",Politics
12630,Missing Ksh 3.4B discovered in accounts linked to former CEO of Imperial Bank,missing-ksh-3-4-b-discovered-in-accounts-linked-to-former-ceo-of-imperial-bank,"[""Imperial Bank"",""Kenya Deposit Insurance Corporation"",""Central Bank of Kenya"",""Imperial Banks"",""Kenya""]",Business
12631,"U.S. economy ""softer than six months ago"": Warren Buffett",u-s-economy-softer-than-six-months-ago-warren-buffett,"[""Nebraska"",""Warren Buffett"",""U.S."",""Trump"",""Squawk Box"",""CNBC"",""Becky Quick"",""Omaha"",""Dairy Queen"",""China"",""Buffett"",""Boeing"",""Apple"",""South Korea"",""Italy"",""Oracle of Omaha"",""America""]",Business
12632,Bobi wine accuses Uganda police of cover up in death comrade Ritah Nabukenya,bobi-wine-accuses-uganda-police-of-cover-up-in-death-comrade-ritah-nabukenya-1,"[""Uganda Electoral Commission"",""Uganda"",""Bobi wine"",""Wine"",""Bobi Wine""]",Other
12633,Special Prosecutor declines to probe ‘galamsey’ corruption allegations,special-prosecutor-declines-to-probe-galamsey-corruption-allegations,"[""Martin Amidu"",""Office of Special Prosecutor"",""Kwabena Frimpong Boateng""]",Politics
12634,Revolut emerges as UK’s top fintech startup,revolut-emerges-as-u-ks-top-fintech-startup,"[""Revolut"",""UK"",""Monzo"",""Canary Wharf"",""Spotify"",""Netflix"",""US"",""London"",""Poland"",""Krakow"",""Airbnb"",""Starling"",""Wired"",""Lithuania"",""Nik Storonsky"",""Gazprom"",""Kremlin"",""Russian"",""Soviet"",""EU"",""Lithuanian"",""Credit Suisse"",""Lehman Brothers"",""Crimea"",""Martin Gilbert"",""Standard Aberdeen"",""HSBC""]",Business
12635,Insurance: Gallagher merges with CPP Group UK on cybersecurity for SMEs,insurance-gallagher-merges-with-cpp-group-uk-on-cybersecurity-for-sm-es,"[""UK"",""Gallagher"",""SME"",""Lloyd's of London""]",Technology
12636,Eight-year-old Ugandan rapper raising awareness about poverty,eight-year-old-ugandan-rapper-raising-awareness-about-poverty,"[""Ugandan"",""Luwero"",""Kampala""]",Entertainment
12637,Primark could face shortage in supplies over burgeoning COVID-19,primark-could-face-shortage-in-supplies-over-burgeoning-covid-19,"[""Primark"",""Associated British Foods"",""China"",""Marks & Spencer"",""John Bason"",""Cambodia"",""Vietnam"",""Bangladesh"",""Europe"",""ABF"",""George Weston"",""British"",""Ovaltine"",""AB Mauri"",""Reuters""]",Business
12638,Kenya ill-prepared to tackle COVID-19,kenya-ill-prepared-to-tackle-covid-19-1,"[""Lancet"",""Kenya"",""African"",""Nigeria"",""Ethiopia"",""Sudan"",""Ghana"",""Tanzania"",""Matshidiso Moeti"",""Africa"",""US"",""China"",""Kitui"",""Makueni""]",Health
12639,UK's top paid-for paper records £68m loss,u-ks-top-paid-for-paper-records-pound-68-m-loss,"[""U.S."",""New York"",""AI"",""UK"",""Pan-European"",""Cambridge Angels""]",Business
12641,West Ham's Soucek faces short spell on sidelines,west-hams-soucek-faces-short-spell-on-sidelines,"[""Soucek"",""West Ham"",""Tomas Soucek"",""Liverpool"",""David Moyes"",""Anfield""]",Sports
12642,Pogba says Liverpool deserve to be where they are,pogba-says-liverpool-deserve-to-be-where-they-are,"[""Real Madrid"",""Pogba"",""Manchester United"",""Liverpool"",""Paul Pogba"",""Premier League"",""Jurgen Klopp"",""Champions League""]",Sports
12643,Arsenal's Xhaka calls for more openness with fans,arsenals-xhaka-calls-for-more-openness-with-fans,"[""Arsenal"",""Grant Xhaka"",""Xhaka"",""Granit Xhaka"",""Germany"",""England"",""Switerzland"",""Mikel Arteta""]",Sports
12645,CL triumph instilled never-say-die attitude- Klopp,cl-triumph-instilled-never-say-die-attitude-klopp,"[""Jurgen Klopp"",""Liverpool"",""Champions League"",""Premier League"",""West Ham"",""Anfield"",""Monday Night Football"",""European"",""Madrid"",""Tottenham"",""Klopp""]",Sports
12646,"Fiji, NZ to expand security partnership into policing",fiji-nz-to-expand-security-partnership-into-policing,"[""Fiji"",""New Zealand"",""Ardern"",""Bainimarama""]",Politics
12647,Perth hit by stormy weather with more heavy rain predicted,perth-hit-by-stormy-weather-with-more-heavy-rain-predicted,"[""Department of Fire and Emergency Services"",""Greater Perth"",""Western Power"",""Bureau of Meteorology"",""Kalannie"",""Joondalup""]",Other
12648,Ed Woodward says United will succeed with Solskjaer,ed-woodward-says-united-will-succeed-with-solskjaer,"[""Liverpool"",""Manchester United"",""Ole Gunnar Solskjaer"",""Ed Woodward"",""United"",""Solskjaer"",""Europa League"",""Premier League"",""Bruno Fernandes""]",Sports
12649,Kroos says Man utd move scuppered by Moyes sacking,kroos-says-man-utd-move-scuppered-by-moyes-sacking,"[""Toni Kroos"",""Manchester United"",""David Moyes"",""Real Madrid"",""Kroos"",""United"",""Man utd"",""Moyes"",""Old Trafford"",""Louis van Gaal"",""Netherlands"",""Carlo Ancelotti"",""Bayern Munich"",""The Athletic""]",Sports
12650,Schools join in calls to disband Teachers Service Commission,schools-join-in-calls-to-disband-teachers-service-commission,"[""Kenya"",""Constitution of Kenya"",""TSC"",""Kenya National Union of Teachers"",""Kenyatta International Convention Centre"",""Nairobi"",""Yusuf Haji"",""Jane Mwangi""]",Education/Career
12652,Robinson sacked by Bradford after child sex offence charges,robinson-sacked-by-bradford-after-child-sex-offence-charges,"[""Tyrell Robinson"",""Bradford"",""Bradford City Football Club"",""Essex"",""South Ockendon""]",Sports
12654,Announcer calls girl basketball players' names 'pretty disgusting',announcer-calls-girl-basketball-players-names-pretty-disgusting,"[""Oklahoma"",""Laura Knight"",""Newkirk""]",Law
12658,Trump reacts to Harvey Weinstein guilty verdict,trump-reacts-to-harvey-weinstein-guilty-verdict,"[""Donald Trump"",""Trump"",""Harvey Weinstein"",""New York"",""Weinstein"",""Democrats"",""Michelle Obama"",""Hillary Clinton"",""India""]",Politics
12659,Pit bull ban stays on books after veto override falls,pit-bull-ban-stays-on-books-after-veto-override-falls,"[""NBC"",""KUSA"",""Michael Hancock"",""City Council"",""Denver"",""Denver City Council""]",Other
12660,Italian hikers rescued in Alaska,italian-hikers-rescued-in-alaska,"[""Stampede Trail"",""Fairbanks"",""Denali National Park and Preserve"",""Alaska State Troopers"",""Teklanika River"",""Sean Penn"",""Jon Krakauer"",""Belarus"",""Alaska"",""Into the Wild"",""Italians"",""Christopher McCandless"",""Healy""]",Other
12661,Dramatic cellphone video shows Florida man rescuing driver,dramatic-cellphone-video-shows-florida-man-rescuing-driver,"[""Florida"",""NBC News"",""Palm Beach County""]",Other
12662,Convicted murderer escapes in Alabama,convicted-murderer-escapes-in-alabama,"[""Alabama"",""Talladega""]",Law
12663,Weinstein rerouted to hospital on way to Rikers Island jail,weinstein-rerouted-to-hospital-on-way-to-rikers-island-jail,"[""Harvey Weinstein"",""Rikers Island"",""New York City"",""Weinstein"",""Bellevue Hospital"",""Project Runway""]",Law
12664,Coronavirus: Canary Islands hotel locked down,coronavirus-canary-islands-hotel-locked-down,"[""Madrid"",""Canary Islands"",""Spain"",""Associated Press"",""Ángel Víctor Torres"",""China"",""Italian"",""Tenerife"",""The Associated Press"",""Adeje"",""NBC News"",""French"",""Spanish""]",Health
12665,"Amazon to open first full-size, cashierless grocery store",amazon-to-open-first-full-size-cashierless-grocery-store,"[""Amazon"",""7-Eleven"",""Kroger"",""U.S."",""Walmart"",""Amazon Go Grocery"",""Capitol Hill"",""Seattle"",""CNBC"",""Amazon Go""]",Business
12666,Teen charged over shooting death of Omar Elomar,teen-charged-over-shooting-death-of-omar-elomar,"[""Sydney"",""Islamic State"",""Miller"",""Central Local Court"",""Syria""]",Law
12667,Disney boss Bob Iger announces resignation,disney-boss-bob-iger-announces-resignation,"[""Disney"",""Bob Iger"",""Walt Disney Company"",""Twenty-First Century Fox"",""Disney Plus"",""Walt Disney Parks and Resorts"",""Disney Consumer Products""]",Business
12668,New Zealand man charged with terrorism,new-zealand-man-charged-with-terrorism,"[""New Zealand"",""Brenton Tarrant"",""Auckland"",""Christchurch"",""Terrorism Suppression Act""]",Law
12670,NSW mum inject urine into daughter’s body,nsw-mum-inject-urine-into-daughters-body,"[""NSW""]",Health
12671,Police to drop Josh Reynolds domestic violence charges,police-to-drop-josh-reynolds-domestic-violence-charges,"[""Wests Tigers"",""Josh Reynolds"",""NSW"",""Caringbah South"",""Downing Centre"",""Sydney"",""NRL""]",Law
12673,Auckland Arts Festival cancelled as coronavirus causes logistical issue,auckland-arts-festival-cancelled-as-coronavirus-causes-logistical-issue,"[""Auckland Domain"",""Ticketmaster"",""Auckland"",""New Zealand""]",Entertainment
12675,Oslo Chancery: Ablakwa touts Minority’s diligence in saving Ghana over $4.5m,oslo-chancery-ablakwa-touts-minoritys-diligence-in-saving-ghana-over-dollar-4-5-m,"[""Norway"",""Ministry of Foreign Affairs"",""Akufo-Addo"",""US"",""Shirley Ayorkor Botchwey"",""North Tongu"",""Oslo"",""Ablakwa"",""Ghana"",""Samuel Okudzeto Ablakwa""]",Politics
12676,Complaints from students abroad necessitated GETFund investigations – Audit Service,complaints-from-students-abroad-necessitated-get-fund-investigations-audit-service,"[""Sam Garba"",""Ghanaians""]",Politics
12678,ASEPA’s petition on alleged corruption in galamsey fight rejected by Special Prosecutor,asep-as-petition-on-alleged-corruption-in-galamsey-fight-rejected-by-special-prosecutor,"[""Special Prosecutor's Office"",""Kwabena Frimpong Boateng"",""Criminal Investigations Department"",""New Patriotic Party""]",Politics
12679,Sickest patients 'facing hours stuck on trolleys',sickest-patients-facing-hours-stuck-on-trolleys,"[""NHS England"",""NHS"",""BBC"",""Royal College of Nursing"",""England"",""UK""]",Health
12680,IFS says chancellor must raise taxes in first Budget,ifs-says-chancellor-must-raise-taxes-in-first-budget,"[""Sajid Javid"",""Institute for Fiscal Studies"",""NHS"",""Conservative"",""Boris Johnson"",""Dominic Cummings""]",Business
12681,Britons returning from northern Italy told to self-isolate,britons-returning-from-northern-italy-told-to-self-isolate,"[""Veneto"",""Britons"",""Italy"",""Foreign Office"",""England"",""Pisa"",""Lombardy"",""UK""]",Health
12682,Johnson promises 'overhaul' of post-Brexit foreign policy,johnson-promises-overhaul-of-post-brexit-foreign-policy,"[""Conservative"",""UK"",""Nato"",""post-Brexit"",""Downing Street"",""Whitehall"",""Jean-Yves Le Drian"",""US"",""Tom Tugendhat"",""EU"",""Huawei"",""China"",""MPs"",""Foreign Affairs Committee"",""HS2""]",Politics
12683,Ghanaian students in Italy up in arms over coronavirus outbreak,ghanaian-students-in-italy-up-in-arms-over-coronavirus-outbreak,"[""Iran"",""Ghanaian"",""Italy"",""China"",""Europe"",""Nana Akufo-Addo"",""Lombardy"",""Veneto"",""South Korea"",""Ghanaians"",""World Health Organization""]",Other
12684,NHIA rebuffs allegations of not paying claims to service providers,nhia-rebuffs-allegations-of-not-paying-claims-to-service-providers,"[""Ghana"",""National Health Insurance Authority"",""NHIS""]",Health
12685,Childcare: Parents of children under two pay 5% more,childcare-parents-of-children-under-two-pay-5-more,"[""England"",""Yorkshire"",""Britain"",""London"",""CPI"",""Wales"",""Scotland""]",Health
12686,"Duffy says she was drugged, raped, held captive'",duffy-says-she-was-drugged-raped-held-captive-1,"[""Welsh"",""Singer Duffy"",""Duffy"",""Rockferry"",""UK""]",Entertainment
12687,Current load shedding  to end next week - Deputy Energy Minister assures,current-load-shedding-to-end-next-week-deputy-energy-minister-assures,"[""Newsnight."",""Takoradi"",""Ghana"",""William Owuraku Aidoo"",""Nigeria""]",Other
12688,Disney boss steps down as chief executive,disney-boss-steps-down-as-chief-executive,"[""21st Century Fox"",""Rupert Murdoch"",""Lucasfilm"",""Marvel"",""Pixar"",""Bob Iger"",""Disney"",""Iger"",""Hollywood""]",Entertainment
12689,Mission Impossible filming halted amid health fears,mission-impossible-filming-halted-amid-health-fears,"[""Venice"",""Europe"",""Tom Cruise"",""South Korea"",""China"",""Mission Impossible"",""Mission: Impossible"",""Italy""]",Entertainment
12690,"Coronavirus: six more test positive in Hong Kong including Diamond Cruise passenger, 16, who will be city’s youngest Covid-19 patient if confirmed",coronavirus-six-more-test-positive-in-hong-kong-including-diamond-cruise-passenger-16-who-will-be-citys-youngest-covid-19-patient-if-confirmed,"[""Hong Kong"",""Diamond Princess"",""North Point"",""Japan"",""Hong Kong Buddhist Association""]",Health
12691,"US military says it killed terrorist leader who planned attack in Manda Bay, Kenya",us-military-says-it-killed-terrorist-leader-who-planned-attack-in-manda-bay-kenya,"[""US"",""Defense Department"",""Somalia"",""African"",""Mogadishu"",""al Shabaab"",""al-Shabaab"",""Kenya"",""Americans""]",Other
12692,Virgin Galactic sees double demand for space travel,virgin-galactic-sees-double-demand-for-space-travel,"[""California"",""Virgin Galactic"",""Richard Branson"",""Leonardo DiCaprio"",""Justin Bieber"",""SpaceX"",""New York"",""Blue Origin"",""Elon Musk"",""Jeff Bezos""]",Travel
12693,Manchester United's revenue falls by nearly 12%,manchester-uniteds-revenue-falls-by-nearly-12,"[""Manchester United"",""Ed Woodward"",""Champions League"",""Real Madrid"",""Barcelona"",""Football Money League"",""Premier League"",""Europa League""]",Sports
12694,Taiwan suspends inauguration planning as mainland cases fall with 406 new infections,taiwan-suspends-inauguration-planning-as-mainland-cases-fall-with-406-new-infections,"[""Taiwan""]",Health
12696,DOH wants lesser crowds to prevent virus,doh-wants-lesser-crowds-to-prevent-virus,"[""S. Korea"",""Filipinos"",""South Korea"",""Catholic Bishops' Conference of the Philippines"",""COVID-19""]",Health
12697,Kenya bans commercial slaughter of donkeys,kenya-bans-commercial-slaughter-of-donkeys,"[""Kenya"",""China""]",Food
12698,S'court to tackle Solicitor General's challenge,scourt-to-tackle-solicitor-generals-challenge,"[""Supreme Court"",""ABS-CBN"",""S'Court"",""S'court"",""ABS-CBN Corp"",""Rodrigo Duterte"",""Alan Peter Cayetano"",""Jose Calida"",""ABS-CBN Convergence"",""Salvador Panelo"",""Vicente Sotto"",""House of Representatives"",""Senate"",""Filipinos"",""18th Congress""]",Law
